actual_arrival_date,assignment,audit_date,country_of_origin,date_issued,description,eccn_code,entryid,eu_dual_use_code,expected_arrival_date,gdrivefolder,issue_version,jobcard,last_jobcard_comment,location,manufacturer_serialno,name,office,order_promise_date,patch,purchase_order,serialno,status,vendor,work_order
2017-12-04,,,GBR,2017-11-03,GNSS FRONT END,9A515.x,23266,NLR,2017-12-04,16lASqoSFDYZEK4jbT8k2T6JhANkb4jlx,1.2.0,1Y-mtROFXLEw169vENXCgFenu-OnNNWf2UHJPrz30ui0,"<p><a href=""https://drive.google.com/drive/folders/15cBD86x3GJdZJvL_ncJE0Ddr7gNn8M5T"">Results</a></p>",X-004B,HMK17/46 333513/1 0506,STRATOSRF,UK,2017-12-04 00:00:00+00:00,0,2170306,STROS092,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-12-05,,,GBR,2017-11-03,GNSS FRONT END,9A515.x,23281,NLR,2017-12-04,18deskrMJiCsGxfUluYMaBlSWx1jJFSJf,1.2.0,1vduBhtlwl7NfEduvkf3Cr2cdhSG0A6RrGQIRyhUcxaM,"<p><a href=""https://app.asana.com/0/104938003044303/502496330388572"">NCR</a></p>",X-004B,HMK17/46 33513/1 0531,STRATOSRF,UK,2017-12-04 00:00:00+00:00,0,2170306,STROS107,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-12-05,,,USA,2017-10-30,Lemur-2 +Z Photodiode Array,9A515.x,21670,NLR,2017-12-05,0B8g1PtZpbs-qcW1GcHpUNlBWUFE,3.1,1H5f1iOIh1BCtjrGHXLub4HXcPnqgZ-T4YgQ7miJBwno,<p>Workflow task <strong> MI 170 CSSPOSZ -> Program PCB</strong> set to <strong>failed</strong>. Comment: Failed to burn bootloader during programming.</p>,MANUFACTURING,DDL30520,CSSPOSZ,UK,2017-12-01 00:00:00+00:00,0,2170278,CPZP0161,FAULTY,SMS ELECTRONICS LTD,
2017-02-14,,,GBR,2017-01-17,RADFACE UHF Transceiver PCB,9A515.x,17173,NLR,2017-02-13,0B8g1PtZpbs-qSDBnWnZJSzZxalU,1.2,1c9F_0j4vXshu-35kyyu-XLqBOn9RnJ6t4t-CyZKdjrA,,X-003C,,RADFACE,UK,2017-02-07 00:00:00+00:00,0,2170005,RADF0058,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-12-05,,,USA,2017-10-30,Lemur-2 +Z Photodiode Array,9A515.x,21653,NLR,2017-12-05,0B8g1PtZpbs-qSW0wTU1xaUxvTW8,3.1,1s8XN6Dupf5jHeDOApFulNSeP9h8Sb26qIKnfOm7oNTU,<p>Workflow task <strong> Incoming Inspection</strong> set to <strong>failed</strong>. Comment: Solder Balls present on PCB - NCR : https://app.asana.com/0/104938003044303/498806970889468  Picture: https://drive.google.com/drive/folders/0B8g1PtZpbs-qQ3pSZjdiY1BFUDQ</p>,MANUFACTURING,DDL30503,CSSPOSZ,UK,2017-12-01 00:00:00+00:00,0,2170278,CPZP0144,FAULTY,SMS ELECTRONICS LTD,
2016-03-29,,,US ,2016-03-29,Flash S-Band Radio Transmitter Module,9A515.x,10795,9A004.e,2016-03-29,0B8g1PtZpbs-qQXI0d1RNZTN1SUE,1.2,1nwNBkqLcvV6HZgrzXfywRc2DOZsRlYWfZOlVHEiGedk,,MANUFACTURING,,FLASHMOD,UK,,0,,FLMD0072,FAULTY,SPIRE GLOBAL,
2017-11-21,,,GBR,2017-10-31,Deployment Switch Left,9A515.x,22898,NLR,2017-11-27,0B8g1PtZpbs-qd2VYVF84T1RvNEE,1.1,1n55-qRlBp0YYwI2VDfsdpAEyJuLIXcaXaZshS5EhAd4,<p>Workflow task <strong> Incoming Inspection</strong> set to <strong>failed</strong>. Comment: Heat Damage present on Connector</p>,X-003C,HMK17/44 33474/1 SN055,DEPSWL,UK,2017-11-27 00:00:00+00:00,0,2170277,DESPL125,FAULTY,HALLMARK ELECTRONICS LIMITED,
2016-10-06,,,USA,2016-09-02,Lemur-2 Power Distribution Module,9A515.x,12396,NLR,2016-10-07,0B2VCrBaJZ0EwMzdpVUJMOTRKLUE,1.5.1,1huWc7gqTrrvi2en94j9YUUffnTz-94aZYBHyLpJKpDE,"<p>Removed from LEMR2056, suspected CAN issues. To be investigated <a href=""https://app.asana.com/0/104938003044303/263397812904475"">NCR</a></p>",X-004B,,LEMPDU,UK,,0,5614,LPDU0098,FAULTY,HALLMARK ELECTRONICS LIMITED,10005
2016-06-06,,,GBR,2016-06-06,"Clydespace 3U Double-deployable Solar Array, Configuration B1",9A515.X,11679,3A001.e.4,2016-06-06,0B8g1PtZpbs-qeU9aYzVLNWF2YmM,1.0.1,1GdJNptFaHgjrIAoGjRwVXIilPoV4zSA4I2Y7dLDrLEQ,"<p>Fitted SOLARBOB1. &nbsp;Buzzed out &nbsp;- Short between J4 Pin 7 and Chassis, seeing this regularly. Pin 7 is not connected so should not cause an issue.</p>",MANUFACTURING,CS05954,XCSARRAY01,UK,,0,150116,XCS50050,FAULTY,CLYDE SPACE LIMITED,
2017-08-02,,,USA,2017-07-12,LEMUR 2 ADCS EMBEDDED CONTROLLER,9A515.X,18952,9A004.E.3,2017-08-04,0B8g1PtZpbs-qeUNJTmRqOTF3ZGM,1.0.3,1-E8ae4cyn6opIC0KnUNMAJOHd1tLfSIfqk0wVoxd_fQ,<p>Used in SLED0010</p>,MANUFACTURING,HMK 17/05 32312/1 SN011,LEMADCS,UK,2017-08-04 00:00:00+00:00,0,2170108,LADCS016,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-09-11,,,USA,2017-07-25,LEMUR 2 ADCS EMBEDDED CONTROLLER,9A515.X,19220,9A004.E.3,2017-09-11,0B8g1PtZpbs-qaEltdjhZMFU5a1k,1.0.3,1gxWsBu2QSkgCsloqlxreNxwJ0BX3AfZpl2bQuhIYSWc,<p>Removed from LEMR2090 as faulty due to connector problems&nbsp;</p>,MANUFACTURING,HMK17/34 33164/1 SN006,LEMADCS,UK,2017-08-29 00:00:00+00:00,0,2170123,LADCS023,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-09-12,,,GBR,2017-08-25,Deployment Switch Left,9A515.x,20249,NLR,2017-09-12,0B8g1PtZpbs-qT0MxeWRncmlzVjQ,1.1,111AB0eu8mVlx9Q5kFGe-qpv6h8Ccn_T5g5BScWXXwTY,Passed incoming Inspection to IPC-A-610 Class 2 Standard - FLIGHT,X-003A,HMK17/36 33265/1 012,DEPSWL,UK,2017-09-12 00:00:00+00:00,0,2170155,DESPL086,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-08-29,,,,2017-07-25,LEMUR-2 Logging Module,9A515.x,19061,NLR,2017-08-30,0B8g1PtZpbs-qZ0tOYXAtaERQejQ,2.0,1nUYy1uqqHIyE_EtErKi9qB0bQfgHoBrOrREoMtCVN1M,FLIGHT,X-003B,HMK17/31 33111/1 SN007,LEMLOG,UK,2017-08-29 00:00:00+00:00,0,2170122,LLOG0091,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-09-08,,,GBR,2017-07-25,VHF and UHF antenna system with wide band UHF matching.  ,9A515.X,19194,NLR,2017-09-11,0B8g1PtZpbs-qSUVqOUJ0QkJOcEk,1.3.1,1GVnuFNhQSYDfMXDkcGO373O4QX2VtooBmJjy9EW7fwA,"<p><a href=""https://app.asana.com/0/104938003044303/471407772902263"" rel=""noopener noreferrer"" target=""_blank"">NCR</a></p>",MANUFACTURING,HMK17/34 33162/1 SN020,AURORA,UK,2017-08-29 00:00:00+00:00,0,2170123,AURA0085,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-08-23,,,USA,2017-07-25,Lemur-2 +Z Photodiode Array,9A515.x,19152,NLR,2017-08-23,0B8g1PtZpbs-qUTVXT0VSMFFVM28,3.1,1E1VsNX_4xr4pxrXgfGUWCvkS5PtAEULo34-et9h4c4U,<p>Removed from SLED009 Faulty sensors <br><br>TMP102_2<br>L3GD20</p>,X-003B,HMK17/31 33118/1 SN004,CSSPOSZ,UK,2017-08-22 00:00:00+00:00,0,2170122,CPZP0139,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-02-14,,,GBR,2017-01-17,RADFACE UHF Transceiver PCB,9A515.X,17175,NLR,2017-02-13,0B8g1PtZpbs-qdDhONGZCU3czX1U,1.2.1,1Orq6shCpkSe7v_W1og66evzwRaBVOHah-3Rk42jISLM,<p>Removed from SLED0009 due to suspected faulty connector&nbsp;</p>,X-004A,,RADFACE,UK,2017-02-07 00:00:00+00:00,0,2170005,RADF0060,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-08-23,,,USA,2017-07-25,Lemur-2 Power Distribution Module,9A515.x,19136,NLR,2017-08-23,0B8g1PtZpbs-qYmNTQkhoTU5OdjA,1.5.2,1dvBPLChgemiq6z9tpoa8bWKYJUX39QfjTORwOzFrYAc,<p>Removed from SLED0009 due to fault with board when trying to read the radface current levels&nbsp;</p>,X-004A,HMK17/03 32204/1 SN22,LEMPDU,UK,2017-08-22 00:00:00+00:00,0,2170122,LPDU0142,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-07-06,,,GBR,2017-06-05,LEMEPS DB,9A515.X,18663,NLR,2017-07-06,0B8g1PtZpbs-qdGNmRjRPSFVoVGs,1.2.1,19y1j9UMAZCwybuG_wZBdXAI0-tpgc9twayPNe60pnZQ,<p>Removed samtec connector 3.3V-MCU still shorted to GND</p>,MANUFACTURING,,LEMEPSDB,UK,2017-06-26 00:00:00+00:00,0,2170080,LEMDB041,FAULTY,SMS ELECTRONICS LTD,
2017-08-07,,,USA,2017-03-14,PNI RM3100 Magnetometer Evaluation Module,EAR99,18077,NLR,2017-08-04,0B8g1PtZpbs-qcWVRNUdLdnF3SlE,1.0,1gkFJeN9esObmfUTxJ_YMz_kmeYE2z9d-wxL_WBZ2GvU,MGBOB099 and RM3K1047 assembled together,X-002,,XRM3100,UK,2017-12-01 00:00:00+00:00,0,2170028,RM3K1047,FAULTY,WILLOW TECHNOLOGIES LTD,
2017-08-29,,,GBR,2017-07-25,Lemur-2 Backplane,9A515.X,19171,NLR,2017-08-30,0B8g1PtZpbs-qMmNLZWxzemNpaDA,3.3.3,1ow2p3sr13I4QMzDTJpj9zfioT4HSS4GW0H2jVVKyCms,<p>Removed from LEMR2086 / FM75</p>,X-003D,HMK17/29 33057/1 SN014,LEM2BACK,UK,2017-08-29 00:00:00+00:00,0,2170122,LBCK0205,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-09-18,,,USA,2017-08-08,Aurora UHF Antenna- 0.2mm Thickness ,9A515.x,20152,NLR,2017-09-21,0B8g1PtZpbs-qdkVEODRaOXhfY00,1.1,1s5psIdI5cQM_IqePJffGjwF1psyNMUov_DDVljNQvPY,Failed incoming Inspection - mount holes have 7mm pitch instead of required 5mm pitch,X-003A,,UHFELEMENT,UK,2017-09-07 00:00:00+00:00,0,2170143,UHFEL216,FAULTY,ENDOSMART GMBH,
2017-09-18,,,USA,2017-08-08,Aurora UHF Antenna- 0.2mm Thickness ,9A515.x,20153,NLR,2017-09-21,0B8g1PtZpbs-qeHd2S0pEYzJEUGM,1.1,1ZhAXkYHR2vG2k8iptZwR_Oa9Em7SsmwZxBIE_mm5hn0,Failed incoming Inspection - mount holes have 7mm pitch instead of required 5mm pitch,X-003A,,UHFELEMENT,UK,2017-09-07 00:00:00+00:00,0,2170143,UHFEL217,FAULTY,ENDOSMART GMBH,
2017-09-21,,,USA,2017-08-08,Aurora VHF antenna ,9A515.x,19987,NLR,2017-09-15,0B8g1PtZpbs-qeVEzbFpPOWRWTm8,1.0,1jOUb-J1w9AD7dOb3POFzdxcIxUXLYTKnTSM6wwy69p8,Passed incoming Inspection (accepted with additional mounting hole) - FLIGHT,X-003A,,VHFELEMENT,UK,2017-09-07 00:00:00+00:00,0,2170143,VHFEL095,FAULTY,ENDOSMART GMBH,
2017-06-30,,,USA,2017-06-05,Stratos Digital PCB ,9A515.X,18656,7A105.b.1,2017-06-28,0B8g1PtZpbs-qOW5fVXRWMjBuYWM,1.2.0,106z4EUN8zW9AJ_n0PHv495I_mAZg0lvBCYxuy818hEQ,<p>Failed boot on module level - No PHY found</p>,MANUFACTURING,,STRATOSDIG,UK,2017-06-26 00:00:00+00:00,0,2170080,STRD0061,FAULTY,SMS ELECTRONICS LTD,
,,,USA,2017-03-24,LEMUR-2 ONBOARD COMPUTER MODULE,9A515.X,18210,9A004.E,2017-04-19,0B8g1PtZpbs-qNVBibGxGb0VySjA,1.6.2,1_YNjAn58oO2t7we1158pzDDz0XCQnBw0k8PUef8-C9M,"<p>Removed from FM65. LOCM0175 was causing CSSPOSZ failures during SCOTTY tests. We tried swapping out the FPP And the CSSPOSZ but the faults were still present with the current OBC. &nbsp; <a href=""https://app.asana.com/0/search/420950033204146/409165090005260"">NCR </a></p>",X-004D,,LOBCMOD,UK,,0,,LOCM0175,FAULTY,SPIRE GLOBAL,10064
2017-01-23,,,,2016-12-15,FARCOM UHF Transceiver PCB,9A515.x,16239,NLR,2017-01-31,0B8g1PtZpbs-qeTNQRHNOVUFGLW8,2.1,1GiVVMzweLeICuM1hzoUSBKtxGDBHPDjOanipsH9fny0,"<p>Returning as stock, requires full MI</p>",MANUFACTURING,,FARCOM,UK,2017-01-31 00:00:00+00:00,0,5815,FCOM0172,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-01-23,,,,2016-12-15,FARCOM UHF Transceiver PCB,9A515.x,16227,NLR,2017-01-31,0B8g1PtZpbs-qdHd1V2tnMGxCSGs,2.1,1gyZp94Omri_FXn4Ie7pfcpYahgIVja2hiIvZUCj49RQ,"<p>Returning as faulty, requires RX debug</p>",MANUFACTURING,,FARCOM,UK,2017-01-31 00:00:00+00:00,0,5815,FCOM0160,FAULTY,HALLMARK ELECTRONICS LIMITED,
2015-12-31,,,,2015/10/05,FARCOM UHF Transceiver PCB,9A515.x,4192,NLR,,0B5sHrW4FtL1gb051TkNrdy1JWlE,2.1,1oHPOP59Br2KSCtJmRA-SN6ZxGSQx1cdM-UBRf95NB0o,,MANUFACTURING,,FARCOM,UK,,2,5094,FCOM0061,FAULTY,SF CIRCUITS,
2017-01-23,,,,2016-12-15,FARCOM UHF Transceiver PCB,9A515.x,16226,NLR,2017-01-31,0B8g1PtZpbs-qRDdtQkJ2UmMwSjQ,2.1,1bzyMZBm6CskWdLaGYDnfKqJPNME8T_aeQ_M9RW0aKLY,"<p>Returning as faulty, requires RX debug</p>",MANUFACTURING,,FARCOM,UK,2017-01-31 00:00:00+00:00,0,5815,FCOM0159,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-01-23,,,,2016-12-15,FARCOM UHF Transceiver PCB,9A515.x,16233,NLR,2017-01-31,0B8g1PtZpbs-qVzlKWjlFb19wVEE,2.1,1tQeyHpkyAd-MIlzbwu6UEY2WRh6R3w77172ZaEmiddw,"<p>removed from LEMR2062. Failing RF OTA RF chamber test. Tone OK, signal not demodulating. To be further investigated.<a href=""https://app.asana.com/0/104938003044303/316220375471647"">NCR</a></p>",MANUFACTURING,,FARCOM,UK,2017-01-31 00:00:00+00:00,0,5815,FCOM0166,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-06-26,,,USA,2017-06-05,FARCOM UHF Transceiver PCB,9A515.X,18605,NLR,2017-06-26,0B8g1PtZpbs-qa2doNjBRYklYTTA,2.2.1,1UK5r6-n23t9wSBxtAfnHAhFd5p5qhx1gesi695EzTig,<p>Low TX power 18dBm peak</p>,MANUFACTURING,,FARCOM,UK,2017-06-19 00:00:00+00:00,0,2170081,FCOM0180,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-03-10,,,GBR,2016-12-14,FLASH S-BAND RADIO RF SHIELD,9A515.x,14693,NLR,2017-03-13,0B8g1PtZpbs-qUGRMOXNMR21qbTA,1.6,1W4fkBz6V40houLNBlrVlJN3gOhiiUTnALw35PbytzXI,<p>Screw snapped in hole while fitting FLASHRF - Moved to Faulty and awaiting drilling.<br>Removed from FLMD0113</p>,X-004A,,SHLDFLASH,UK,2017-02-17 00:00:00+00:00,0,5812,FLSH0129,FAULTY,PENTA PRECISION LIMITED,
2017-07-21,,,,2017-07-12,Bulkhead MMCX to U.FL connector PCB,9A515.x,18922,NLR,2017-08-02,0B8g1PtZpbs-qdEktdE5QaUZnMHc,1.0,1M8F8D0Crvwc2CY56wy6lbjtFy7HzYxNXFPruv6BCv8s,"<p>Failed incoming Inspection - Centre Pin on Connector - not soldered.</p><p><a href=""https://app.asana.com/0/104938003044303/405432575289084"" target=""_blank"">NCR</a> - <a href=""https://drive.google.com/drive/folders/0B8g1PtZpbs-qVnBXQ2t1SENVTUE"" target=""_blank"">Picture</a>&nbsp;</p>",X-002,7,FLASHBULK,UK,2017-07-31 00:00:00+00:00,0,2170104,FSHBK086,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-06-09,,,GBR,2017-05-10,Lemur-2 Backplane,9A515.X,18478,NLR,2017-06-08,0B8g1PtZpbs-qcFpHek1rQ0VCdTQ,3.3.2,1bF36nbHt2QTmwrylwk8j8kul2UZ6ViWZY0969wXrMEY,"<p><a href=""https://app.asana.com/0/104938003044303/405771909815301/f"">NCR</a>&nbsp;</p>",X-004C,,LEM2BACK,UK,2017-06-08 00:00:00+00:00,0,2170069,LBCK0185,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-02-14,,,GBR,2016-12-15,Deployment Switch Left,9A515.x,16470,NLR,2017-02-10,0B8g1PtZpbs-qN1BsQ1VabnlmQ3M,1.1,1Z8drKbpmLEcuJkC3zMh-i6mzXF5euaqQ7_26nLWMft4,,X-004D,,DEPSWL,UK,2017-01-31 00:00:00+00:00,0,5815,DESPL075,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-01-04,,,USA,2016-12-07,SBAND PATCH ANTENNA,7A994,14608,NLR,2016-12-30,0B8g1PtZpbs-qUVhRTXFfYVlIWTg,1.0,1ulrhlpcobJa9pZEFxMljZXi5LvgphDSXtSqAo0PGL6k,<p><strong>FLIGHT STOCK</strong></p>,X-004D,11,SBANDPAT,UK,,0,5735,SBANP011,FAULTY,HAIGH-FARR,
2017-06-09,,,GBR,2017-05-10,Lemur-2 Backplane,9A515.X,18473,NLR,2017-06-08,0B8g1PtZpbs-qSmtrRWNzR3lSVW8,3.3.2,1s2ekFNhb_8Z2QEwe3rNA9cl_oDkQXtpQKYQwNS_7CpI,Conformal coating completed by KD and inspected by myself. Returned to stores as FLIGHT,X-005A,,LEM2BACK,UK,2017-06-08 00:00:00+00:00,0,2170069,LBCK0180,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-06-09,,,GBR,2017-05-10,Lemur-2 Backplane,9A515.X,18476,NLR,2017-06-08,0B8g1PtZpbs-qT0Z1S2dyZWxfTGs,3.3.0,18F9w1ngG9y2LZEd0eELcHLhoFs9KRAYhfSUTxIbmkTc,<p>removed U2 R72 and R68 for de-bug purposses&nbsp;</p>,X-005A,,LEM2BACK,UK,2017-06-08 00:00:00+00:00,0,2170069,LBCK0183,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-01-12,,,,2016-12-15,Bulkhead MMCX to U.FL connector PCB,9A515.x,16285,NLR,2017-01-31,0B8g1PtZpbs-qTmlubEJJNU82bnM,1.0,1KpFaqZCKIWUOZCN2Mlb2KrkADoxrPvompaiqb8molrY,<p>Removed from FLMD0112 - Connector snapped off when fitting coax cable</p>,X-004A,,FLASHBULK,UK,2017-01-31 00:00:00+00:00,0,5815,FSHBK075,FAULTY,HALLMARK ELECTRONICS LIMITED,
2017-01-24,,,USA,2016-12-15,LEMUR Onboard Computer PCB,9A515.x,16143,NLR,2017-01-31,0B8g1PtZpbs-qUXNIeS0zd0xDalE,1.6.1,1FrCnKqN7YQKiDmNfMQJ4StWDKofV4UuuJZw7-xsWQzg,"<p>SD card slot is blocked - <a href=""https://app.asana.com/0/104938003044303/269570540642234/f"">NCR</a></p>",X-004C,,LEMOBC,UK,2017-01-31 00:00:00+00:00,0,5815,LOBC0175,FAULTY,HALLMARK ELECTRONICS LIMITED,
2016-09-13,,,,2016-08-12,LEMUR Onboard Computer PCB,9A515.x,12148,NLR,2016-09-11,0B2VCrBaJZ0EwNmdYSXBJcjBxVjQ,1.6,1F8wfaUHTYz9D9Gi5ddB8JMFRKhxNoW109-2r8Y_p-o0,,X-003B,,LEMOBC,UK,,0,5579,LOBC0154,FAULTY,HALLMARK ELECTRONICS LIMITED,
,,,ITA,2015/04/09,Lizard System on Module,EAR99,1075,NLR,2015-04-10,0B7Q18_SUb6j8cVd2bFZST2YwUVU,1.0,1fifozwof-5IPQUpHWCBMSJB2Rl5N78_Tt8A6RbW3R90,,X-003B,,XLIZARD,UK,,0,1553,XLIZ0008,FAULTY,DAVE,
,,,ITA,2015/04/09,Lizard System on Module,EAR99,1078,NLR,2015-04-10,0B7Q18_SUb6j8d3ZtTWI5em1uSXM,1.0,1wb5JXFUBP_FC61-sqZ4OO528QpvnNrcoNMovdhJ_LiY,,X-003B,,XLIZARD,UK,,0,1553,XLIZ0011,FAULTY,DAVE,
2015-01-01,,,ITA,2015-09-22,Lizard System on Module,EAR99,4010,NLR,2015-01-01,0B2VCrBaJZ0EwSllMMGtlLVhHbHM,1.0,1GQe4Auev11YOl49fhmPV0YCNFigZpXq75VPG6cA0MIE,,X-003B,,XLIZARD,UK,,0,4812,XLIZ0058,FAULTY,DAVE,
2017-01-30,,,USA,2016-12-19,Lemur-2 +Z Photodiode Array,9A515.x,16705,NLR,2017-02-09,0B8g1PtZpbs-qa2ZYLTVYUzNOTlE,3.1,1QolHPDGeVdTgYt7Op1Xfi4EUisaetRaLGgupJnr0AoA,"i2c bus 0 actually, <a href=""https://app.asana.com/0/104938003044303/300140333729792"" target=""_blank"">NCR Link</a>",X-003A,,CSSPOSZ,UK,2017-01-31 00:00:00+00:00,0,5825,CPZP0102,FAULTY,HALLMARK ELECTRONICS LIMITED,
2015-12-31,,2016-03-04,,2015/03/31,FARCOM UHF Transceiver PCB,9A515.x,977,NLR,,0B7Q18_SUb6j8TTg2NDVSQmVfTkU,2.0,1VgBnDKtuvh-Fi1tHZV9snh7bnC9c_vyrK5_hPLJdyWg,,CABINET,,FARCOM,US,,0,2600001,FCOM0018,FAULTY,SPIRE GLOBAL,
2015-12-31,,2016-03-04,,2015/03/31,FARCOM UHF Transceiver PCB,9A515.x,976,NLR,,0B7Q18_SUb6j8SnhabUlnQmd2RVE,2.0,1XqHlPJYWBfZI-aQobtQCz5e7e2mMhBJqs0I6Ui_RQ54,,CABINET,,FARCOM,US,,2,2600001,FCOM0017,FAULTY,SPIRE GLOBAL,
2015-12-31,,2016-03-04,,2015/03/31,FARCOM UHF Transceiver PCB,9A515.x,973,NLR,,0B7Q18_SUb6j8VUFpdVprdVRPTUE,2.0,1PRTWuOnFZmpvZCLi42fyc6nNky4NbzVpaAHTNUThuhY,,CABINET,,FARCOM,US,,0,2600001,FCOM0014,FAULTY,SPIRE GLOBAL,
2015-05-29,,2016-03-04,,2015/05/19,FARCOM UHF Transceiver PCB,9A515.x,1430,NLR,2015-05-29,0B2VCrBaJZ0EwOXYxdHI3VUJqWlU,2.1,1qyModGt-u4almCajEuIUJvDM4bJPNpJkf0bHvqllAQI,"(Mike)  Bus fault reboot loop  <a href=""https://docs.google.com/document/d/1asVcYhFIA0CaBQzce9T4_MN7i1z9JUJNL7B2CEWfow8/edit#"">NCR1</a>",CABINET,,FARCOM,US,,0,2200002,FCOM0055,FAULTY,SF CIRCUITS,
2015-05-29,,2016-03-03,,2015/05/19,FARCOM UHF Transceiver PCB,9A515.x,1429,NLR,2015-05-29,0B2VCrBaJZ0EweEN4SE5paHlhUXM,2.1,1SboPdNnbDV_zfFm1-WIacH9vYI_rV_VdSSdDSD4sdmY,"(Abhi)  Temp sensor 1 not working, need to file a NCR",CABINET,,FARCOM,US,,0,2200002,FCOM0054,FAULTY,SF CIRCUITS,
2015-05-29,,2016-03-04,,2015/05/19,FARCOM UHF Transceiver PCB,9A515.x,1428,NLR,2015-05-29,0B2VCrBaJZ0EwUEpPNU14em1zaFU,2.1,1vNmxu1WK6IbIBdR9Y6nXZYiQKhWNH3fNIB0S7Pa15pI,"(Mike)  Reboot loop on power on  <a href=""https://docs.google.com/document/d/1dbUNwRYEeqK_1XwRT2Z4hqIor81nVQiVth9X75iJk9M/edit#"">NCR1</a>",CABINET,,FARCOM,US,,0,2200002,FCOM0053,FAULTY,SF CIRCUITS,
2015-05-29,,2016-03-04,,2015/05/19,FARCOM UHF Transceiver PCB,9A515.x,1423,NLR,2015-05-29,0B2VCrBaJZ0EwX0lWU1doZ0tkcFU,2.1,1C3yHhFOWs6_D3a-zWzZkUw96TTgiOUCA6r7OL78OPEg,(Ned)  Ran through transmit test of MI. Found bad temp sensor 2,CABINET,,FARCOM,US,,0,2200002,FCOM0048,FAULTY,SF CIRCUITS,
2015-05-29,,2016-04-14,,2015/05/19,FARCOM UHF Transceiver PCB,9A515.x,1419,NLR,2015-05-29,0B2VCrBaJZ0EwYVc1Q0s3Q19vdEE,2.1,1_zd2Wu2yCm1k6kWEKHYdy7nAspNwnvYX7Vr39miORzQ,,CABINET,,FARCOM,US,,0,2200002,FCOM0044,FAULTY,SF CIRCUITS,
2015-05-29,,2016-03-04,,2015/05/19,FARCOM UHF Transceiver PCB,9A515.x,1416,NLR,2015-05-29,0B2VCrBaJZ0EweFNhM0h3X3VjNXM,2.1,1NUCxL_JY3doFhV4_TVXWhPrXm2jbco-rmWfL0dfUc8E,,CABINET,,FARCOM,US,,0,2200002,FCOM0041,FAULTY,SF CIRCUITS,
2015-05-29,,2016-03-04,,2015/05/19,FARCOM UHF Transceiver PCB,9A515.x,1413,NLR,2015-05-29,0B2VCrBaJZ0EwQW0zcklKaEVCeFk,2.1,1rQ-WI69IJd7YV_o46Ud8CWxTp6p3KsI9_9kY7sZ-VDI,"(Mike)  bus fault reboot loop  <a href=""https://drive.google.com/open?id=1Un3OlOqhsBKgICHy-NEJQCvZ3XcwWjnQ0CqoKKcOswE&authuser=0"">NCR1</a>",CABINET,,FARCOM,US,,0,2200002,FCOM0038,FAULTY,SF CIRCUITS,
2015-04-27,,2016-03-09,,2015/04/27,Lemur-2 LEMCOM UHF Transciever PCB,9A515.x,1299,NLR,2015-04-27,0B7Q18_SUb6j8UnJXN3djZDEtTlk,1.2,14glIrWuhR7M2WM3dm8lHGntcZmKNwTkL_KJTmoFJq9c,,CABINET,,LEMCOM,US,,0,150111,LCOM0031,FAULTY,KELVINSIDE ELECTRONICS LIMITED,
2015-04-02,,,ABW,2015/06/09,"Clydespace 40Whr LiPo Battery, I2C Node 2E",9A515.x,1523,NLR,2015-04-02,0B7Q18_SUb6j8RGRBY2NUY0laeVU,1.0,12Glh5-FrS8jgYP01qFM7JtzTCQapGL_fPZCKl3jD-N0,,,,XCSBATT2,US,,0,5000002,XCSB2001,FAULTY,CLYDE SPACE LIMITED,
2015-04-02,,,GBR,2015/06/09,"Clydespace 40Whr LiPo Battery, I2C Node 2A",9A515.x,1522,NLR,2015-04-02,0B7Q18_SUb6j8R1h1YjE2SkZzVnM,1.0,18jL5u4bJaN2AZQ-73BjyqcBXN46VCac1VQS1zlZfus8,,,,XCSBATT1,US,,0,5000002,XCSB1001,FAULTY,CLYDE SPACE LIMITED,
2015-12-31,,2016-07-22,ABW,2015/04/17,Flash S-Band Radio RF PCB,9A515.x,1238,NLR,,0Bywxj2vqt-PgMHozUXlkeHhsRFU,1.1,1pqi0iGIFN0D2PnS8U_qWnAcouIqegJAUeEl15-7Oi9A,,,,FLASHRF,US,,0,4694,FLRF0012,FAULTY,SF CIRCUITS,
